Iteration;Lambda;X1;X2;F_x
;Rosenbrok;;;
0;;-2;2;409
1;0,000252940673828125;-1,59377727783203;2,10117626953125;25,9953681498397
2;0,00051277783203125;-1,44762390211559;2,14619300892568;6,24667664952815
3;0,00072116943359375;-1,46521462948964;2,13889794063153;6,08361291505756
4;0,000608996154785156;-1,45937234021108;2,13986697163943;6,05871198325619
5;0,0013902236328125;-1,46073022277981;2,13705890222445;6,05629953571766
6;0,0006342841796875;-1,45884130183035;2,13663696135786;6,05298853303845
7;0,0060177421875;-1,45881194449456;2,12650426608254;6,04602122438132
8;0,000582794982910156;-1,45539232742512;2,12669402684684;6,03622279576498
9;0,0047662666015625;-1,45564676978305;2,11856544502049;6,03021275936426
10;0,000676103668212891;-1,4521915631272;2,1186117004311;6,02275237306428
11;0,00148689697265625;-1,45332154018465;2,11571184558603;6,02005988915224
12;0,000859639526367188;-1,45088681651366;2,11509834726052;6,01689783974272
13;0,0010017578125;-1,45180517065575;2,11308966398222;6,0142123542234
14;0,00154825952148437;-1,44902460771587;2,11143258954896;6,01155193784669
15;0,000717953247070313;-1,45040187350162;2,10974392391202;6,00816395031347
16;1,40100425;0,475132331198818;0,406590900074756;3,54580270324285
17;0,002366720703125;0,558959068742255;0,320991266198132;0,201837660569427
18;0,0027288046875;0,566586266454786;0,316321721607786;0,190054843906658
19;0,00359944921875;0,565873705326591;0,31970396258707;0,18849155676496
20;0,00502888671875;0,569660561782789;0,320215991555224;0,187038594011435
21;0,004002984375;0,569186243806377;0,32365628770141;0,185610521935624
22;0,00374400146484375;0,572142225518045;0,323893427091019;0,184254802672586
23;0,0080256875;0,572667139583138;0,329436447022855;0,182835024428265
24;0,00292474987792969;0,576164260502714;0,32856557685417;0,180792515279564
25;0,0067791298828125;0,576599224678019;0,333174948905572;0,179318383024953
26;0,00317820556640625;0,579809719934375;0,332724735106942;0,177753281149981
27;0,006101859375;0,580048801835706;0,336940602770068;0,17638243349671
28;0,00261713671875;0,582540833097;0,336687269034383;0,174983206623371
29;0,02618259375;0,588132594316733;0,350650724816741;0,171891747427591
30;0,002954982421875;0,593869306685282;0,347843032714154;0,167282494217835
31;0,003476109375;0,592698107582084;0,351206321975985;0,165895549395633
32;0,00408386865234375;0,59594281189347;0,351275522930515;0,164761691373687
33;0,004678880859375;0,595404945284469;0,354899140339649;0,163712531872384
34;0,00325775024414063;0,598345297449405;0,354643673122934;0,162464497583457
35;0,004947162109375;0,598325117793845;0,357981446080795;0,161342724221484
36;0,00357412744140625;0,601186554747255;0,357989666932913;0,160232503437555
37;0,0041597607421875;0,601067796382203;0,360847927288166;0,15916578806665
38;0,003658609375;0,603604611514125;0,361165910609406;0,158135853515144
39;0,00656513671875;0,603780481111054;0,365331642735474;0,157050867853302
40;0,0035724228515625;0,607285046951259;0,364773792213429;0,155842148700454
41;0,0035512099609375;0,606605313433829;0,36762991393172;0,15477094569945
42;0,005028109375;0,610146453192317;0,367971918242859;0,153840619996346
43;0,00318419165039062;0,609282268127648;0,370714638342598;0,152686380884466
44;0,0049297236328125;0,612521502943577;0,371217710637066;0,151711613760958
45;0,0027350556640625;0,611984138525293;0,373386544646704;0,150685822524108
46;0,0083448828125;0,616135271001446;0,375285908669638;0,149232881936697
47;0,002665880859375;0,615332617663691;0,377598167632168;0,148076337631245
48;0,0080226748046875;0,619458883800173;0,379260566502062;0,146808506818715
49;0,002783951171875;0,618495083819074;0,381748718528368;0,145608008848813
50;0,00678390625;0,622349673614423;0,382817116167895;0,14464656949124
51;0,00346826171875;0,621082278320582;0,385939939075008;0,143582510569011
52;0,00323633715820312;0,623693072892355;0,385812593977466;0,142618432914856
53;0,00482588671875;0,623495996729644;0,388882297275884;0,141757088040885
54;0,0032810283203125;0,62607713774738;0,388793683697422;0,140828846617644
55;0,00402547802734375;0,625882914074886;0,39135300108111;0,139977763261769
56;0,004301146484375;0,628695846543908;0,391676809496075;0,139149601751918
57;0,00309901171875;0,62820588942024;0,393896729497594;0,138286498835303
58;0,00681726171875;0,631997338143935;0,394913742241703;0,137457167746126
59;0,00212354614257813;0,631140843026;0,396827861366893;0,136285360280337
60;0,049850794921875;0,648901755829955;0,411891798192477;0,131700321152138
61;0,002023341796875;0,645500498939674;0,415607337834214;0,125783011451742
62;0,0100726318359375;0,649875934917211;0,417749900037819;0,124692597712283
63;0,002779072265625;0,64850690795279;0,420300438489779;0,12355419391736
64;0,00362256640625;0,650808474442219;0,420489370667774;0,122872489489927
65;0,00317137255859375;0,650495126351164;0,422431709338852;0,122204379597941
66;0,0041427626953125;0,652623249785781;0,42302180451332;0,121508883752471
67;0,00449060546875;0,652349040088967;0,425622135995829;0,120861585139086
68;0,0027735888671875;0,654323020263541;0,425587263168841;0,120143513858184
69;0,0074389140625;0,654498509492211;0,429383120343954;0,119474266193828
70;0,0020902490234375;0,656498214410252;0,428958874449024;0,118405985426036
71;0,021006609375;0,659726011474986;0,437491889732491;0,116294204259534
72;0,00190939453125;0,662160908801949;0,436631333439741;0,114468582628225
73;0,0755674375;0,67667785612555;0,464224567205871;0,108546183124342
74;0,00188265454101563;0,681121745836291;0,46184050669851;0,10211861657653
75;0,008728857421875;0,681727002350559;0,465482755053614;0,10135114434355
76;0,00237733569335938;0,683714208745358;0,465135165125332;0,100579570367357
77;0,00438122509765625;0,683693890765162;0,467176775814302;0,100056343914368
78;0,0037411767578125;0,685794018228031;0,467371736358179;0,0995907583285258
79;0,0023292216796875;0,685378140613586;0,468742110212242;0,0990871316053165
80;0,0111033125;0,689317539190951;0,470965183060834;0,0982821245879408
81;0,00216786743164063;0,688157962787355;0,47278336774193;0,0973059867522411
82;0,006536830078125;0,69083496113955;0,473800516812679;0,0967749462792833
83;0,00207256079101562;0,690139217500073;0,475231589663426;0,0961261811337583
84;0,01224330859375;0,694142176335945;0,477828517526479;0,0951528853959433
85;0,00208791796875;0,693097681487974;0,479500874443363;0,0942670941570054
86;0,0080176796875;0,696055066114713;0,480917633145691;0,0936606010061402
87;0,0019182646484375;0,695311786559764;0,482289200778331;0,0929716289229191
88;0,02217203515625;0,701612432191334;0,487474263125892;0,0913254731565362
89;0,00151458374023438;0,700482069168507;0,488923944493037;0,0900176556866831
90;0,0158761171875;0,702202507777131;0,494484347302419;0,088878223890652
91;0,00202462158203125;0,704202228045537;0,493919078879168;0,0878890350275519
92;0,0060090390625;0,704402862491848;0,496300700345738;0,0873790438117003
93;0,00259314990234375;0,706021628578718;0,496239861076827;0,0869190927755273
94;0,004008509765625;0,705857774108218;0,498024993935309;0,0865240675967221
95;0,0030665869140625;0,707479799223537;0,498153915293791;0,0861315372507011
96;0,0033008740234375;0,707193573983056;0,499721005906882;0,0857517430354637
97;0,00412179052734375;0,709138928077284;0,500052187799089;0,0853986955354367
98;0,003339947265625;0,708404671702757;0,501939813447758;0,0850288888700156
99;0,00251601086425781;0,709945158170152;0,501888167515431;0,0845871898371361
100;0,00347510546875;0,709855194045978;0,50337131479385;0,0842113698706981
101;0,00385427734375;0,711519334952837;0,503774535198472;0,083838730331477
102;0,00238755224609375;0,711208107941395;0,504961257925501;0,0834739817137032
103;0,008606435546875;0,714083924633678;0,506434188910994;0,0829601995357069
104;0,0020942900390625;0,713198778098931;0,507892511133491;0,0823126987481102
105;0,00665752954101563;0,715574144853217;0,508904436913827;0,0818852331220404
106;0,00218082397460938;0,714853472076486;0,51027483174897;0,0813633993387545
107;0,0044749638671875;0,716457787776032;0,510937712434381;0,0809597970877667
108;0,0031769208984375;0,716097912532192;0,512446145757269;0,0806126504894337
109;0,003799412109375;0,717874248278183;0,512712161273684;0,0802873006325706
110;0,0020768095703125;0,71747691651676;0,513805092722056;0,0799130014921763
111;0,010608642578125;0,720524033006214;0,515858995968408;0,0791931026924177
112;0,00269114208984375;0,719471919852606;0,517632935568101;0,0786960085230746
113;0,002158818359375;0,720678846433859;0,517635918143316;0,0783237916435712
114;0,0081472060546875;0,721138754400958;0,520474537620091;0,0777823808454597
115;0,00235065502929687;0,722743661920751;0,5202707666127;0,077306898674577
116;0,0037544404296875;0,722559630182953;0,521838346286743;0,0769796141072267
117;0,00307142614746094;0,724038360979895;0,52199441950622;0,076655300676696
118;0,003211521484375;0,723730107873776;0,523431336859919;0,0763375800944565
119;0,00355837170410156;0,725331657082651;0,523683221313;0,0760296904435637
120;0,00216916259765625;0,724998486180357;0,524734307033468;0,0757047754603173
121;0,0088979921875;0,727599717794196;0,526315476562025;0,0751541748224024
122;0,00161697973632813;0,727028420259928;0,527313435310322;0,0746714602298411
123;0,444214453125;0,807176114654117;0,638979047758847;0,0529419256473926
124;0,001386755859375;0,802089850818268;0,642460978801814;0,0392471306585212
125;0,8278565625;0,894139800741703;0,789347566013385;0,0214851322347641
126;0,00112356640625;0,890303557899334;0,791625803021893;0,012136255227642
127;0,0014450234375;0,890098457323275;0,791919033589781;0,0120910390739523
128;0,00744167578125;0,890790318302275;0,792449223430104;0,0120387264754365
129;0,00162241186523437;0,890532966673157;0,792792580213018;0,0119896046875218
130;0,0031906640625;0,890940116211438;0,792956187587002;0,0119609875182093
131;0,0025315234375;0,890754219922985;0,793370397015239;0,0119351687507781
132;0,002082556640625;0,891155308626601;0,793400670431124;0,0119044889499268
133;0,002318970703125;0,891034274679152;0,793751815311462;0,0118771493086119
134;0,00257231787109375;0,891420428432796;0,793849698870194;0,0118504696998524
135;0,00204636596679687;0,891295176550362;0,794169210822217;0,0118223973744139
136;0,0022217216796875;0,89158977862327;0,794274911861524;0,0117959963997099
137;0,00436541162109375;0,891512774214263;0,794848894938737;0,011769768338615
138;0,0020508310546875;0,891997148067234;0,794826799961103;0,0117338570967795
139;0,00175264331054688;0,891855375033168;0,795118479136935;0,0117035273075323
140;0,0031302470703125;0,892211330704297;0,795298487649977;0,0116735383956349
141;0,0028201171875;0,892071918885577;0,79571731509074;0,0116490330936478
142;0,00181207788085938;0,892414576233562;0,79574449385739;0,0116180886847635
143;0,00385490478515625;0,892336821627908;0,796252787737609;0,0115913748990138
144;0,00187918041992188;0,892733265221955;0,796257378761559;0,0115573183815275
145;0,0026337373046875;0,892625553724416;0,796634163365438;0,0115314096188994
146;0,00210814599609375;0,89296821706621;0,79669581221458;0,0115043032630389
147;0,00235933618164062;0,892886370742944;0,797024432107299;0,0114782419550872
148;0,003347185546875;0,893338468062359;0,79717280544612;0,0114542655623966
149;0,00177544409179687;0,893158397876315;0,797485572319721;0,0114211968444639
150;0,00314621923828125;0,893553786028223;0,797640587408226;0,0113944419400127
151;0,00204422583007812;0,893406087222271;0,79796675636151;0,0113665753529762
152;0,00273080712890625;0,8937855893437;0,798080183343535;0,0113411760959932
153;0,00173913208007813;0,893674720317456;0,798348877989012;0,0113144059314514
154;0,004742076171875;0,894165040766787;0,798638739998864;0,0112806728256459
155;0,0018759111328125;0,893963372576476;0,798973545163205;0,0112476459294655
156;0,00261242236328125;0,894333398628655;0,799076457020157;0,0112225496080578
157;0,0023659296875;0,894193734832236;0,799434077173739;0,0111971667654735
158;0,00213045458984375;0,894531514417183;0,799497291272189;0,01117112027866
159;0,00241061303710937;0,894445414027164;0,799829637194684;0,0111458899561146
160;0,00207873071289063;0,894733305729633;0,799914017646895;0,0111212307826482
161;0,004271333984375;0,894663883157309;0,800455341515941;0,011095799130208
162;0,001508251953125;0,894998835993573;0,800445725598353;0,0110585593683011
163;0,007466603515625;0,895023985597978;0,801307656616684;0,0110257102548797
164;0,0013679287109375;0,895428584357708;0,801242072144368;0,0109654615065888
165;0,0070414765625;0,895513428064012;0,802017025425202;0,0109179726159656
166;0,00161088232421875;0,895892023810508;0,801993594954211;0,010878025167192
167;0,0034569697265625;0,895832691766384;0,802428428766422;0,010851598687881
168;0,00142509985351562;0,896084762160457;0,802453448637738;0,0108248427760999
169;0,019454734375;0,896540651082248;0,804455155356267;0,0107487290644923
170;0,00103146875;0,897001921269303;0,804316935178438;0,0106173369317471
171;0,004271841796875;0,897428961806599;0,804569410924254;0,010586319472419
172;0,0020444033203125;0,897254401248692;0,804900330543124;0,010559384855017
173;0,00229452368164062;0,897589919680434;0,804976109490047;0,0105356493029023
174;0,00238452905273438;0,897486257643728;0,805305915812152;0,0105121532560083
175;0,0030364140625;0,8979173192882;0,805412595269178;0,0104919246096341
176;0,00174157739257812;0,897745630146339;0,805706196310353;0,0104617652247889
177;0,003196400390625;0,898122673796569;0,805860275682041;0,0104373685927725
178;0,00173774609375;0,897999756529249;0,806125824661339;0,0104117635113814
179;0,00436992919921875;0,898455264843347;0,806368563797554;0,0103841451780785
180;0,0014111982421875;0,898309105676768;0,80660939864322;0,0103532775393881
181;0,014241015625;0,899415236140663;0,807605844496182;0,0102973703217913
182;0,00164976684570312;0,898950647458377;0,808048616348091;0,0102113767841031
183;0,00190290637207031;0,899291669865494;0,808072840429077;0,0101847651876527
184;0,0021035625;0,89922149804968;0,808347425619722;0,0101626506543886
185;0,0037158310546875;0,899633805704745;0,80853461204712;0,010138396589108
186;0,00172703411865234;0,899479333675157;0,808813138548806;0,0101106510168321
187;0,00366873999023437;0,899886994699507;0,808996526504527;0,0100866261068506
188;0,00204189428710938;0,899707786938436;0,809323260923244;0,0100608033001391
189;0,002643419921875;0,900094517458597;0,80940300812003;0,0100399546290411
190;0,0014803095703125;0,899981443058881;0,809630126759046;0,0100150330121119
191;0,0085911455078125;0,900659370510388;0,810208261179952;0,00996441269906529
192;0,00167203125;0,900401824955076;0,810535658444903;0,00992332290322747
193;0,00211241748046875;0,900679739899766;0,810614995749274;0,00990160193698478
194;0,00317297827148437;0,900613854954434;0,811001463307566;0,00987868435970509
195;0,0021766025390625;0,90096507135679;0,8110466723994;0,00985571874582046
196;0,00262373046875;0,900831007902444;0,811409475239728;0,00983524640805574
197;0,00238683325195313;0,901229557533636;0,8114510202487;0,00981392332917833
198;0,002238095703125;0,901055512105455;0,811792864803613;0,00979118178322837
199;0,001900984375;0,90135758177771;0,811833991114761;0,00976771978931007
200;0,00344159912109375;0,901277781734137;0,812254898077007;0,00974629485864462
201;0,0019116455078125;0,901623012503981;0,812272768816166;0,00972044925652687
202;0,00186847314453125;0,901551763000085;0,812516151591539;0,00969986346842006
203;0,0050781650390625;0,902039918427031;0,812799949696449;0,00967292652454395
204;0,0018515244140625;0,901817405956958;0,813124360747107;0,00964207996866529
205;0,00240296484375;0,902159005881023;0,813196580865383;0,00962106413318654
206;0,00204404833984375;0,902046864538995;0,813480413749544;0,00959914864271
207;0,002408068359375;0,902337779223808;0,813580653002462;0,0095779548255779
208;0,00239113671875;0,902258678882865;0,813883282349135;0,00955687927670474
209;0,0025584931640625;0,902585742416225;0,813979195790889;0,00953602633486652
210;0,002650265625;0,902449692938513;0,814340600122673;0,00951662263252807
211;0,00161668383789062;0,902721428284241;0,814364801285479;0,00949240763949872
212;0,00416181005859375;0,902717868886534;0,814815255461447;0,00946452360450653
213;0,00140213305664063;0,902947995792086;0,814838894119564;0,0094417671157528
214;0,01599063671875;0,903301619967107;0,816361807134502;0,00936722232573776
215;0,0013921611328125;0,903776085398219;0,816248209431365;0,00929073899106832
216;0,00388719921875;0,903733000971808;0,816685910478408;0,00926756002982056
217;0,00154986499023438;0,90400483119812;0,8167006114336;0,0092425429667188
218;0,0072036591796875;0,904022597617141;0,817455732696093;0,00921561692231363
219;0,0017558828125;0,904485922508352;0,817385892213633;0,00917319175779637
220;0,00189906298828125;0,904361638507188;0,817655138250465;0,00915131159473028
221;0,00303590112304687;0,904706399467258;0,817785581785446;0,00913100908640006
222;0,00155183520507813;0,904604510160038;0,818005348792568;0,00910953931925664
223;0,00611395703125;0,905098527433801;0,818377041930507;0,00907456706620008
224;0,00169168701171875;0,904913539596939;0,818656610949011;0,00904592524846639
