Iteration;Lambda;deltaX1;deltaX2;X1;X2;F_x;dF_dX1;dF_dX2;norm_X
;Rosenbrok;;;;;;;;
0;;;;2;-2;3601;-4802;1200;
1;0,000422291236000337;0,00789459049913502;0,126182793790478;-0,0278425152736159;-1,4932505167996;224,267746172328;18,6946586292137;298,805144491272;2,0902010203507
2;0,00502539685601548;0,00991710993559688;-0,00401425823540681;0,0661055634259173;0,00836391688809068;0,873753999396245;1,97339836429554;-0,798794274446541;1,504550480692
3;0,0168132532173648;0,0203229234555973;0,0501838181512329;0,0992848098235516;-0,0050664135167602;0,833560094069177;1,2087442681591;2,9847773956918;0,0357943594201432
4;0,00691566752078065;0,0135300091229338;-0,0055160275712799;0,107644083299789;0,0155753145753859;0,797889549036881;1,95642851283378;-0,797613181186774;0,0222701232973826
5;0,0132256718394751;0,0138775508117765;0,0338604258272741;0,133519164787921;0,0050263443861698;0,767175656721976;1,04928891176293;2,56020459589885;0,0279428097025054
6;0,00738109129644955;0,0143317267993404;-0,0058575056535891;0,141264062041996;0,0239234482460889;0,73900184451522;1,94168128041368;-0,793582604296831;0,0204226337128378
7;0,0111160809604576;0,0103443500950845;0,0253836476082867;0,162847948354479;0,0151019197679145;0,713859567015222;0,930575274854658;2,28350690306971;0,0233170219591065
8;0,00776701119973081;0,0149592307327171;-0,00607720030401438;0,170075736936468;0,0328379434587196;0,690304803262349;1,92599577212346;-0,782437432847399;0,0191522182565551
9;0,00968944185643609;0,00813909131589464;0,0200868049548687;0,1887375609862;0,0252565614468456;0,668890700724352;0,839995887945636;2,07306109603478;0,0201430144236935
10;0,00813416278465413;0,0155502163131652;-0,00629822569658983;0,19557022427719;0,042119177864526;0,648606088380442;1,9117168816073;-0,774293048139144;0,0181943155985012
11;0,00859958656032303;0,0066335488384149;0,0163181398700788;0,212010199079402;0,0354605777739971;0,629929660174534;0,771379971802473;1,89754934793817;0,0177372412359697
12;0,0085200826879354;0,0161831764830087;-0,00655974916251321;0,218582420222977;0,0516278551228681;0,61209536113526;1,89941542538366;-0,769916138466818;0,0174520757400192
13;0,00776701119973081;0,00553191074493241;0,0136659136379445;0,233335201104873;0,0456479078525428;0,595514353007548;0,712231591107289;1,75948164442175;0,0159186781205324
14;0,00885686649584387;0,0166970360059024;-0,00673559540063338;0,239643341221433;0,0612314018790741;0,579588127033784;1,88520804888925;-0,760494177460402;0,0168118386205997
15;0,00709344358391386;0,00472480131093865;0,011605151409251;0,253015958160169;0,0558368793353638;0,564676719011494;0,666080057597596;1,63603914966893;0,0144197003181333
16;0,00927315417613998;0,0174188664398841;-0,00709824289383837;0,259192621227924;0,0710081226084447;0,55026040087343;1,87841872452668;-0,765461541888551;0,0163804086976964
17;0,00649937984048454;0,00409051169383761;0,0099122069701986;0,271401178018101;0,0660330972944281;0,536671071674782;0,6293695389763;1,52510042703699;0,0131833127769196
18;0,00973857795180888;0,0182472050869761;-0,00752269264302011;0,277530342333916;0,0808854066874648;0,523454154560014;1,87370324263685;-0,772463154296857;0,0160672881817917
19;0,00601118023205451;0,0035787141292653;0,00860764954741818;0,288793510226791;0,0762419914443651;0,51094080165452;0,59534300937807;1,4319400209493;0,012182785235854
20;0,0102040017274778;0,0190915066617483;-0,0079716553113347;0,294868391322927;0,0908535098917763;0,49873637984607;1,87098230396589;-0,781228338081155;0,0158240529470558
21;0,0055948925517584;0,0031622633945153;0,00755048314575414;0,305336336279857;0,0864826212818235;0,487110693152897;0,565205384243071;1,3495313941965;0,0113438326354871
22;0,0106506571847887;0,0198599421439909;-0,00833598916164916;0,311356145066427;0,10085601752152;0,475761804201018;1,86466823590519;-0,782673690178914;0,0155830875403495
23;0,00525810874384993;0,0028133160826245;0,00673417369307367;0,321160773422019;0,0967406341476094;0,464923315386827;0,535043343467373;1,28072164748403;0,0106333022860045
24;0,0109874409926972;0,0203329226219487;-0,00847710323551682;0,327039530586902;0,11081248767741;0,454363926714535;1,85056034753342;-0,771526622181737;0,0152504704048049
25;0,00498564491982166;0,00252176357624867;0,00609119814003545;0,336265767382406;0,106965929893023;0,444274797613682;0,50580488919754;1,22174728405113;0,00999597179844631
26;0,0112938570235908;0,0207570704774793;-0,00861730735946425;0,341978255482836;0,120764169038056;0,434448070662411;1,83790802682569;-0,763008362994524;0,0149339855296938
27;0,0047131810957934;0,00229961944455634;0,00544927834864115;0,350640648850678;0,117167972445658;0,425009438365633;0,487912388218817;1,15617843615318;0,00937921578760213
28;0,011918288544035;0,0219451362386203;-0,00926516686154543;0,356455729477679;0,130947640656123;0,415660068934371;1,84129929037535;-0,777390715731796;0,0149564173079323
29;0,00448046920795895;0,0020681009548173;0,00496939554838635;0,364705614250842;0,127464565491734;0,406674346210742;0,46158133419232;1,1091239148701;0,0089550215729087
30;0,012126432384183;0,0220794987451981;-0,00919185404972669;0,370302949089727;0,140914281651086;0,397954791645377;1,82077449044265;-0,758001509307549;0,0145679450186269
31;0,0042723253678109;0,00190900338569618;0,00450308483177365;0,378081890134308;0,137675852574033;0,38955949185878;0,446830056549353;1,05401261469957;0,00842611100461973
32;0,012809384159179;0,0233974547876476;-0,00991558315253537;0,383805507982516;0,15117710506434;0,381193680332318;1,82658701596372;-0,774087421324626;0,0146643656555394
33;0,00407936541617026;0,00173445786634509;0,00413042489777789;0,391256823885064;0,148019319608696;0,373131228752964;0,425178352365749;1,01251652558637;0,00809281889476361
34;0,0130666640946998;0,0236225019118778;-0,00990292005647397;0,396812486595765;0,161249532938866;0,365271118997579;1,80784488991798;-0,757876684110281;0,0143493530487222
35;0,00391097351221602;0,00160731874467412;0,00378262774060827;0,403882920074429;0,158285497301784;0,357694181166666;0,410976637825242;0,967183165212737;0,00766658573513046
36;0,0137402317105168;0,0249148347048294;-0,0106078241283519;0,409529834305757;0,171574818098318;0,350145079184676;1,81327616809836;-0,772026582363433;0,0144393104949359
37;0,00372739771975437;0,00149695317345705;0,00342850536558272;0,416288635760012;0,168697167975627;0,342834092295534;0,401608115367872;0,919812057461006;0,0073459013964701
38;0,0147318148158843;0,0269522118386315;-0,0117576464818215;0,422205052144168;0,18224766887156;0,335439460926169;1,82952420835286;-0,798112563100106;0,0147858059422335
39;0,00355900581580013;0,00138677581324502;0,00312517588090973;0,428716339441843;0,179407181617824;0,328292685727595;0,389652584181926;0,878103617317955;0,00710388837971866
40;0,015662662367222;0,0288538662092237;-0,0128207251316302;0,4348193363084;0,193160622099311;0,321104256677432;1,84220699729871;-0,818553374326747;0,0150467171114175
41;0,00343036584803971;0,00126119502912984;0,00291631791373942;0,441138780276953;0,190352684559223;0,314132741034192;0,367656129112453;0,850147781002997;0,00691519235457124
42;0,0155643901764765;0,028068116636508;-0,0121397649920821;0,446861123721232;0,203584716330419;0,307483501353988;1,80335472949844;-0,779970487403342;0,0144163753866301
43;0,00332629392796568;0,00117460301211847;0,00272192135045434;0,452859611607931;0,200990305234177;0,301036660321507;0,353126644113751;0,818304518301854;0,00653550501975002
44;0,0160182144934885;0,0286905076789962;-0,012369573227281;0,458516069936711;0,214098082529327;0,294695652856338;1,79111771106943;-0,772219227824006;0,0142761810875482
45;0,00322222200789165;0,00108682684095553;0,0025474980094886;0,464287448844044;0,211609820738515;0,288550569763013;0,33729111100779;0,79060288311899;0,00628492332742529
46;0,0162379577922934;0,0287199909022685;-0,0122402890238415;0,469764367668304;0,224447596985067;0,282570388921268;1,76869476258271;-0,753807170853144;0,0139572611483795
47;0,00311580404802288;0,00102624781546875;0,00236034900019304;0,475275273969276;0,222098881550694;0,276770708642827;0,329368535264581;0,757540899175219;0,00599053857760344
48;0,0173278130884065;0,0309259378788613;-0,0134506572486214;0,480982510385543;0,235225408658426;0,270885551766449;1,78475712549975;-0,7762466723294;0,0143135691363536
49;0,00303160809604576;0,000928108988533688;0,00224715326537636;0,486393194536683;0,232872132962063;0,265165547450439;0,30614411860961;0,741241345907279;0,00590028893245849
50;0,0163969655370687;0,0280865575278226;-0,0116073351573587;0,491413029098901;0,245026241765555;0,259913496428708;1,71291190826298;-0,707895319479568;0,0131499467618375
51;0,00297957213600875;0,000862946281444513;0,00215237733739637;0,496516773692199;0,242917016596423;0,254799934082557;0,289620872411722;0,722377992257495;0,00552241248800913
52;0,0160182144934885;0,0266768756389223;-0,0106710236682642;0,501155982948281;0,254488222221779;0,249954844812462;1,66540881630513;-0,666180595384214;0,0124665577504775
53;0,00292753617597174;0,000800476400535649;0,00206681267055336;0,506031527505797;0,252537954429061;0,24525090821344;0,273430062830888;0,705990480157714;0,00525114075183962
54;0,0155643901764765;0,0251978995935567;-0,00975307490074549;0,510287299689675;0,263526265723114;0,240800183903702;1,61894551009393;-0,626627499706733;0,0117836574108414
55;0,00284334022399462;0,000786531730683134;0,00191509734437527;0,514890512578981;0,261744550547737;0,23646534797275;0,276622447094331;0,673537879221764;0,00493599816353679
56;0,0175850930239273;0,0294799340208368;-0,0121111171702796;0,519754944043641;0,27358877680899;0,231821134614967;1,67641615433735;-0,688714990236361;0,0128042332531918
57;0,0027591442720175;0,000722698532703661;0,00181348072125608;0,524380418073399;0,271688512788627;0,227293970099788;0,261928504439973;0,65726201404106;0,00500060129854887
58;0,0171080697896015;0,0278410645855308;-0,011080901161629;0,528861509207244;0,282932997194895;0,223020266556602;1,62736445010605;-0,647700254786432;0,0121044870735046
59;0,00270710831198048;0,000682607367278615;0,00172932747196854;0,533266961036747;0,281179602451491;0,218859924741379;0,252153696347387;0,638809856375266;0,00474156081351638
60;0,0172670775343768;0,0277527447809064;-0,0109602077168434;0,537620918462157;0,292209981771247;0,214801671130122;1,60726357576456;-0,634745960630734;0,0118585923785237
61;0,00262291236000337;0,000674234647795013;0,00159569323015611;0,541836629960813;0,290545098745646;0,210838949553882;0,257055728615404;0,608366964328944;0,00453255545237275
62;0,020082819105704;0,0338156158650146;-0,0142784008566256;0,546999033658681;0,302762822440151;0,206473592415034;1,68380821870821;-0,710975923323942;0,0132636037416313
63;0,00253871640802625;0,000629797618158233;0,00149524606209648;0,551273745211485;0,300957856197897;0,20222248706921;0,248077184268044;0,588977192320184;0,00464015753992826
64;0,020536643422716;0,0342527062603704;-0,0144070893666321;0,55636841788611;0,313053470780689;0,198039344559513;1,6678824068437;-0,70153087191922;0,0131247697807243
65;0,00248668044798923;0,000586107131965434;0,00142690496307634;0,560515908456753;0,311308987677826;0,193969437879649;0,235698612758776;0,573819191054548;0,00449943322316807
66;0,0201203557424199;0,0326777472505948;-0,0134305248060824;0,565258248393455;0,322854433933671;0,190114312291832;1,62411379147239;-0,667509311367032;0,0124814709598605
67;0,00243464448795222;0,000560213799835672;0,00135047620361938;0,56921238808367;0,321229286068095;0,186347172776058;0,230100863845985;0,554691335963908;0,00427508201964884
68;0,0210512032937577;0,0342019179862107;-0,0141699193809791;0,574056288146561;0,332906206146757;0,182560761358892;1,62470132984524;-0,673116837229959;0,0126417494969147
69;0,00240248449601211;0,000501467308861936;0,00132052799856586;0,577959607902164;0,331289053381308;0,178873383108416;0,208728634750535;0,54965099702321;0,00422505481399774
70;0,0181979250857146;0,027287606245012;-0,0103697187151935;0,581758035960598;0,341291561048424;0,175738105282921;1,49948997572437;-0,569829728738347;0,010699449301054
71;0,00240248449601211;0,000459776218179087;0,00130906803988278;0,585360537379201;0,339922553959764;0,172668122092697;0,191375311242287;0,544880952220794;0,00385385480783108
72;0,0161772222382637;0,0226681117641061;-0,00794693384949004;0,588456458320085;0,348737214217236;0,169971383886472;1,40123634516744;-0,491242175723672;0,00934253509101608
73;0,00240248449601211;0,000427197766628719;0,00129606381484875;0,591822906914598;0,347557012506273;0,167336103973856;0,177814994160347;0,539468128514498;0,0035673312459123
74;0,0148908225606595;0,0198484672713371;-0,00653618242293562;0,594470718441265;0,355590136685113;0,164935669713305;1,33293289813119;-0,438940320207948;0,00845824981621014
75;0,00240248449601211;0,000395314566261954;0,00128653434557101;0,597673069063249;0,354535589371139;0,162583864326152;0,164544065494756;0,535501622468959;0,00337151591180229
76;0,0136419595197712;0,01726515407617;-0,00529184436908325;0,599917772543948;0,361840880827632;0,16044197298797;1,26559194455516;-0,387909402708153;0,00764238032163883
77;0,00240248449601211;0,00037236187718905;0,0012732314188771;0,602958337569019;0,360908934501769;0,158344237550493;0,154990335133123;0,529964468445288;0,00318018232590194
78;0,0129683919039542;0,0158790898587016;-0,00465581277090461;0,604968312976351;0,367781721423738;0,156372258409996;1,22444555780735;-0,359012343657272;0,00716067044436969
79;0,00240248449601211;0,000344386564896251;0,00126630056078877;0,607910024445194;0,366919199834224;0,154429081185416;0,143346009294919;0,527079597346292;0,00306555212943764
80;0,0119674246394078;0,0139652783503975;-0,00379062526520256;0,60962550700879;0,373226985194436;0,152643063708741;1,16694098949334;-0,31674527974217;0,00653689808521585
81;0,00240248449601211;0,000330089535882507;0,00125090143427871;0,612429064643809;0,37246600957067;0,150888972872795;0,137395074320114;0,520669929964201;0,00290499902114231
82;0,0116610086085142;0,0133068550030507;-0,00350575385263489;0,614031229788223;0,378537546106177;0,149197851084844;1,14114099815816;-0,300638990187796;0,00627937011586134
83;0,00240248449601211;0,000304233107036534;0,00124613283972747;0,616772803344062;0,377815265593354;0,147535669762169;0,126632703578954;0,518685070307812;0,00283512163782752
84;0,0108284332479219;0,0118301241075837;-0,00287984699768821;0,618144037121771;0,383431812253876;0,145990802983505;1,09250561339093;-0,265952324934993;0,00578151178005788
85;0,00240248449601211;0,000294420968931403;0,00123054947572448;0,620768764919749;0,382792865916541;0,144472198473939;0,122548540654524;0,512198716689771;0,00270137898775267
86;0,0106997932801615;0,0115212243871866;-0,00276000898338919;0,622080008971537;0,388273286303486;0,142989864800562;1,07677074551974;-0,257949748291542;0,00563510147033657
87;0,00240248449601211;0,000269567062726047;0,00122777163128439;0,624666933993408;0,387653566032465;0,141527821474864;0,112203455703253;0,51104247845194;0,00266011922347369
88;0,00994672179195693;0,0102639398345049;-0,00225275767436056;0,625782990551385;0,392736763389499;0,140166605882991;1,03189171761137;-0,226482425212915;0,0052042749361612
89;0,00240248449601211;0,000264351898885617;0,00121114836006715;0,628262094404509;0,392192642874306;0,138824421155698;0,110032717931964;0,504123278246971;0,002538114073408
90;0,00994672179195693;0,0101712047371899;-0,00222277047690394;0,629356559237791;0,397207016871877;0,137501404648997;1,02256853563699;-0,223467643249187;0,00513242631304306
91;0,00240248449601211;0,00024035926718468;0,00120982469629605;0,631813264290769;0,396670139323611;0,136195435061004;0,100046126242918;0,503572322029233;0,00251468431799277
92;0,00927315417613998;0,00910821688106252;-0,0018150541319046;0,632741007444145;0,401339843104625;0,134974945270766;0,982213463515807;-0,195732120638603;0,00476097056922764
93;0,00240248449601211;0,000237656070349754;0,00119325432913784;0,635100760062016;0,400869599719419;0,133768170799979;0,0989209590089922;0,49667514238636;0,00240615071408245
94;0,00932229027151277;0,00909759300963524;-0,00181706751637307;0,636022929955835;0,40549974956739;0,132574288552264;0,975896774791044;-0,194916427557046;0,00472108937934106
95;0,00240248449601211;0,000215247828462827;0,00119240490114308;0,638367506826978;0,405031465872166;0,131393897895632;0,0895938470446395;0,496321580065284;0,00239088484120729
96;0,00872822652808345;0,00819900266468873;-0,00148621948643607;0,639149502219506;0,409363473053752;0,130285567708042;0,939366392280045;-0,170277373261807;0,0044020226050361
97;0,00240248449601211;0,000214313958696317;0,00117610127950504;0,641406315413034;0,408954384304469;0,129188542967376;0,0892051370371202;0,48953542945116;0,00229359093895807
98;0,00880773040047108;0,00823852822216484;-0,00150700691770362;0,642192010210394;0,413266080388553;0,128099745994714;0,935374704671274;-0,171100482097297;0,00438269773496982
99;0,00240248449601211;0,000193081036485196;0,00117573336864765;0,644439233436329;0,412855014133054;0,127022196288139;0,0803672351707958;0,489382291789708;0,0022845103837781
100;0,00826280275241455;0,00744357836353057;-0,0012235989123119;0,645103292048302;0,416898683480637;0,12600649639133;0,900853933776334;-0,14808521381614;0,00409783304109837
101;0,00240248449601211;0,00019430161569384;0,00115915486399649;0,647267579657371;0,416542911050355;0,125002131898242;0,0808752839056242;0,482481725031136;0,00219333419180002
102;0,00839144272017497;0,00755551333393574;-0,00127096609942546;0,647946239969743;0,420591628809485;0,123999200116647;0,900383114785558;-0,151459783711538;0,00410520344351941
103;0,00240248449601211;0,000172765520549087;0,00116014934439709;0,650109396443486;0,420227749027349;0,123006405011354;0,0719111906178209;0,482895663353011;0,00219354836412277
104;0,00784651507211845;0,00679022763058281;-0,0010052955670309;0,650673648684523;0,424016797128109;0,122069936563955;0,865381327656017;-0,12812000713579;0,00383083099358196
105;0,00240248449601211;0,000177369038071492;0,00114219625012533;0,652752713907355;0,423708990797336;0,121145745136048;0,0738273393089141;0,475422943216186;0,00210172713215895
106;0,0080546589122665;0,00700642487655181;-0,00108830885515341;0,653347367943889;0,427538360444009;0,120213687772799;0,869859910005832;-0,135115448960355;0,00387526583785168
107;0,0023504485359751;0,000191769974434028;0,00108957482921393;0,655391928895865;0,427220778534812;0,119291943247407;0,0815886719061778;0,463560385406148;0,00206907896306466
108;0,00872822652808345;0,00782268918323228;-0,00138658321374484;0,656104053306388;0,431266838588083;0,118327514961789;0,896251851170732;-0,158861964602253;0,00410825061683602
109;0,002318288544035;0,000178172715868077;0,00106862082631296;0,658181823705527;0,430898550715462;0,117370858590069;0,076855280299995;0,460952468174225;0,00211015776392631
110;0,00844057881554776;0,00738666589457325;-0,00123501429558859;0,65883052675629;0,434789256353308;0,116450132358904;0,875137363917131;-0,146318673467472;0,00394441453303715
111;0,002318288544035;0,000172128145667676;0,00105947176007879;0,660859347681516;0,43445004744883;0,115538518251025;0,0742479386832866;0,457005993841808;0,00205698250539772
112;0,00831193884778734;0,00716156629856472;-0,00115952185992579;0,661476492007426;0,438248653322716;0,114646816624875;0,861599974411644;-0,13950076885304;0,00384841184180163
113;0,002318288544035;0,000162233008607413;0,00105361793297948;0,663473929357645;0,4379252502884;0,113766178510806;0,0699796446929963;0,454480929774881;0,00202344890982113
114;0,00810379500763929;0,00686095944309427;-0,0010661044515007;0,664041030052945;0,441608270578177;0,11291169707023;0,846635364866286;-0,131556196880067;0,00372642478167989
115;0,002318288544035;0,000154227096985028;0,00104682000229073;0,666003775120289;0,441303285354053;0,112063218633681;0,0665262731776237;0,451548624084874;0,00198629911803803
116;0,00789565116749123;0,00654496185186715;-0,000959463933691053;0,666529043366773;0,444868555774987;0,111239795493704;0,828932498793098;-0,121518024712319;0,00360375636040462
117;0,002318288544035;0,000149029089402406;0,00103838957439065;0,668450748082504;0,444586841930403;0,110426469651733;0,0642840986234701;0,447912136331108;0,00194224398691073
118;0,00779737897674565;0,00637818833640506;-0,0009085665670091;0,668951995561649;0,448079382605661;0,10962672471176;0,817991321882253;-0,116522047949541;0,00352832671441822
119;0,002318288544035;0,000139976730808807;0,00103313987837847;0,670848335472289;0,447809250876772;0,108837322866521;0,0603793393919709;0,445647665833815;0,00191548328304824
120;0,0075892351365976;0,00608721033334941;-0,000817917554765848;0,671306568476327;0,45119137580086;0,108068409682705;0,802084824595173;-0,107773384279741;0,00341302600167823
